chapter,verse,sanskrit,hindi,english,explanation,emotion,source
15,15.6,न तद्भासयते सूर्यो न शशाङ्को न पावकः । यद्गत्वा न निवर्तन्ते तद्धाम परमं मम ॥ १५.६ ॥,"जिस परम पद को प्राप्त होकर मनुष्य लौट कर संसार में नहीं आते, उस स्वयं प्रकाश परम पद को न सूर्य प्रकाशित कर सकता है, न चन्द्रमा और न अग्नि ही ; वही मेरा परम धाम है ।","That place upon which the sun cannot cast its glorious radiance, where the moon can shed no light, and where no fire, burns is what is known as My Supreme Abode. Here only the radiant light of My Eternal Glory shines. Those who reach this sacred destination, never return to suffer in this world again O Arjuna.","That place upon which the sun cannot cast its glorious radiance, where the moon can shed no light, and where no fire, burns is what is known as My Supreme Abode. Here only the radiant light of My Eternal Glory shines. Those who reach this sacred destination, never return to suffer in this world again O Arjuna.",motivation,Bhagavad Gita
15,15.7,ममैवांशो जीवलोके जीवभूतः सनातनः । मनःषष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति ॥ १५.७ ॥,इस देह में यह सनातन जीवात्मा मेरा ही अंश है और वही इन प्रकृति में स्थित मन और पाँचों इन्द्रियों को आकर्षण करता है ।,"The Blessed Lord confided:O Arjuna, in this world, a certain fraction of My Eternal Spirit taken birth. This fragment of My Supreme Soul attracts the five senses plus an additional sixth one known as the mind and resides within the human body, in the realm of nature, on earth.","The Blessed Lord confided:O Arjuna, in this world, a certain fraction of My Eternal Spirit taken birth. This fragment of My Supreme Soul attracts the five senses plus an additional sixth one known as the mind and resides within the human body, in the realm of nature, on earth.",stress,Bhagavad Gita
15,15.8,शरीरं यदवाप्नोति यच्चाप्युत्क्रामतीश्वरः । गृहित्वैतानि संयाति वायुर्गन्धानिवाशयात् ॥ १५.८ ॥,"वायु गन्ध के स्थान से गन्ध को जैसे ग्रहण करके ले जाता है, वैसे ही देहादि का स्वामी जीवात्मा भी जिस शरीर का त्याग करता है, उससे इन मन सहित इन्द्रियों को ग्रहण करके फिर जिस शरीर को प्राप्त होता है ——उसमें जाता है ।","When I, the Lord of all the bodies that walk on this earth, enter a particular body. (and give it life and soul), and later when I leave this body (in the form of the body’s soul), I take the senses and the mind with Me and drift away like the wind that carries away sweet fragrances from their hidden sources within nature.","When I, the Lord of all the bodies that walk on this earth, enter a particular body. (and give it life and soul), and later when I leave this body (in the form of the body’s soul), I take the senses and the mind with Me and drift away like the wind that carries away sweet fragrances from their hidden sources within nature.",general,Bhagavad Gita
15,15.9,श्रोत्रं चक्षुः स्पर्शनं च रसनं घ्राणमेव च । अधिष्ठाय मनश्चायं विषयानुपसेवते ॥ १५.९ ॥,"यह जीवात्मा श्रोत्र, चक्षु और त्वचा को तथा रसना, घ्राण और मन को आश्रय करके ——अर्थात् इन सब के सहारे से ही विषयों का सेवन करता है ।","Therefore, O Arjuna, after I enter the body of a particular being in this world, as its soul, I bestow upon this being its five senses namely, its eyesight, hearing, touch, taste, and smell, as well as its mind and furthermore it is because of Me that these senses function and stay operable. Thus, a being is able to experience the various objects in this world through his senses.","Therefore, O Arjuna, after I enter the body of a particular being in this world, as its soul, I bestow upon this being its five senses namely, its eyesight, hearing, touch, taste, and smell, as well as its mind and furthermore it is because of Me that these senses function and stay operable. Thus, a being is able to experience the various objects in this world through his senses.",general,Bhagavad Gita
15,15.11,यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् । यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतसः ॥ १५.११ ॥,"यत्न करने वाले योगी जन भी अपने ह्रदय में स्थित इस आत्मा को तत्व से जानते हैं ; किंतु जिन्होंने अपने अन्त:करण को शुद्ध नहीं किया है, ऐसे अज्ञानी जन तो यत्न करते रहने पर भी इस आत्मा को नहीं जानते ।","Those people who are pure at heart and are constantly striving to see Me, inevitably see Me, the Lord who dwells in their own heart. However those people who are impure at heart and in their minds never perceive Me, the Supreme Spirit, no matter how much they strive.","Those people who are pure at heart and are constantly striving to see Me, inevitably see Me, the Lord who dwells in their own heart. However those people who are impure at heart and in their minds never perceive Me, the Supreme Spirit, no matter how much they strive.",general,Bhagavad Gita
15,15.12,यदादित्यगतं तेजो जगद्भासयतेऽखिलम् । यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् ॥ १५.१२ ॥,सूर्य में स्थित जो तेज सम्पूर्ण जगत् को प्रकाशित करता है तथा जो तेज चन्द्रमा में है और जो अग्नि में है —उसको तू मेरा ही तेज जान ।,"The Blessed Lord spoken in His Divine Voice: Arjuna, you should realize and always remember that the beautiful and overwhelming light that comes from the sun and illuminates the whole universe, the soft and splendrous light that is emitted by the moon, and the radiant glow of a fire, all come from within Me and exist because of me alone.","The Blessed Lord spoken in His Divine Voice: Arjuna, you should realize and always remember that the beautiful and overwhelming light that comes from the sun and illuminates the whole universe, the soft and splendrous light that is emitted by the moon, and the radiant glow of a fire, all come from within Me and exist because of me alone.",general,Bhagavad Gita
15,15.13,गामाविश्य च भूतानि धारयाम्यहमोजसा । पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः ॥ १५.१३ ॥,और मैं ही पृथ्वी में प्रवेश करके अपनी शक्त्ति से सब भूतों को धारण करता हूँ और रस स्वरूप अर्थात् अमृत मय चन्द्रमा होकर सम्पूर्ण ओषधियों को अर्थात् वनस्पतियों को पुष्ट करता हूँ ।,"Upon entering into this world from the Heavens, O Arjuna, it is My Divine Energy that gives life and support to all things on this earth. As such, My Glory is so Divine and Beautiful that I become the Sacred Some plant that nourishes all the other plants and herbs on this earth. (The Soma or Moon plant, as it is literally translated, contains syrup that is considered to be very nourishing and healthy.)","Upon entering into this world from the Heavens, O Arjuna, it is My Divine Energy that gives life and support to all things on this earth. As such, My Glory is so Divine and Beautiful that I become the Sacred Some plant that nourishes all the other plants and herbs on this earth. (The Soma or Moon plant, as it is literally translated, contains syrup that is considered to be very nourishing and healthy.)",motivation,Bhagavad Gita
15,15.14,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः । प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् ॥ १५.१४ ॥,मैं ही सब प्राणियों के शरीर के स्थित रहने वाला प्राण और अपान से संयुक्त्त वैश्वानर अग्निरूप होकर चार प्रकार के अन्न को पचाता हूँ ।,"O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and digest the four kinds of pure foods on this earth, while residing in a being’s body.","O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and digest the four kinds of pure foods on this earth, while residing in a being’s body.",general,Bhagavad Gita
15,15.15,सर्वस्य चाहं हृदि संनिविष्टो मत्तः स्मृतिर्ज्ञानमपोहनं च । वेदैश्च सर्वैरहमेव वेद्यो वेदान्तकृद्व...,मैं ही सब प्राणियों के शरीर के स्थित रहने वाला प्राण और अपान से संयुक्त्त वैश्वानर अग्निरूप होकर चार प्रकार के अन्न को पचाता हूँ ।,"O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and digest the four kinds of pure foods on this earth, while residing in a being’s body.","O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and digest the four kinds of pure foods on this earth, while residing in a being’s body.",general,Bhagavad Gita
15,15.16,द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च । क्षरः सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ॥ १५.१६ ॥,इस संसार में नाशवान् और अविनाशी भी ये दो प्रकार के पुरुष हैं । इनमे सम्पूर्ण भूत प्राणियों के शरीर तो नाशवान् और जीवात्मा अविनाशी कहा जाता है ।,"There are two souls or spirits in this universe O Arjuna, namely, the destructible and indestructible. The destructible are all the those souls that are living in this universe and the indestructible are those souls that can never be subjected to change and are steady in their devotion to Me (therefore achieving immortality).","There are two souls or spirits in this universe O Arjuna, namely, the destructible and indestructible. The destructible are all the those souls that are living in this universe and the indestructible are those souls that can never be subjected to change and are steady in their devotion to Me (therefore achieving immortality).",general,Bhagavad Gita
15,15.17,उत्तमः पुरुषस्त्वन्यः परमात्मेत्युदाहृतः । यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वरः ॥ १५.१७ ॥,"इन दोनों से उत्तम पुरुष तो अन्य ही है, जो तीनों लोकों में प्रवेश करके सबका धारण-पोषण करता है एवं अविनाशी परमेश्वर और परमात्मा इस प्रकार गया है ।","However dear Arjuna, there is another spirit that is the highest of all spirits and it is called the Supreme Spirit. The Supreme Spirit is none other than Me, the Eternal and Omniscient (existing everywhere) Lord who supports this entire universe.","However dear Arjuna, there is another spirit that is the highest of all spirits and it is called the Supreme Spirit. The Supreme Spirit is none other than Me, the Eternal and Omniscient (existing everywhere) Lord who supports this entire universe.",general,Bhagavad Gita
15,15.18,यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः । अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः ॥ १५.१८ ॥,"क्योंकि मैं नाशवान् जड. वर्ग क्षेत्र से तो सर्वथा अतीत हूँ और अविनाशी जीवात्मा से भी उत्तम हूँ, इसलिये लोक में और वेद में भी पुरुषोत्तम नाम से प्रसिद्ध हूँ ।","Lord Krishna explained:Because I am beyond all perishable objects on earth and because I even surpass all that is imperishable, I am known throughout the world and in all the Holy Scriptures (Vedas), as the Supreme and Divine Spirit.","Lord Krishna explained:Because I am beyond all perishable objects on earth and because I even surpass all that is imperishable, I am known throughout the world and in all the Holy Scriptures (Vedas), as the Supreme and Divine Spirit.",general,Bhagavad Gita
15,15.19,यो मामेवमसंमूढो जानाति पुरुषोत्तमम् । स सर्वविद्भजति मां सर्वभावेन भारत ॥ १५.१९ ॥,"भारत ! जो ज्ञानी पुरुष मुझको इस प्रकार तत्व से पुरुषोतम जानता है, वह सर्वज्ञ पुरुष सब प्रकार से निरन्तर मुझ वासुदेव परमेश्वर को ही भजता है ।","He who has a clear vision and is constantly occupied with only divine and pure thoughts, comes to immediately realize that I am the Highest and most Superior Being in this universe. He who truly realize this fact knows all that is to be known in this world and thus he worships Me, with all his might and soul.","He who has a clear vision and is constantly occupied with only divine and pure thoughts, comes to immediately realize that I am the Highest and most Superior Being in this universe. He who truly realize this fact knows all that is to be known in this world and thus he worships Me, with all his might and soul.",general,Bhagavad Gita
16,16.1,श्रीभगवानुवाच । अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ...,"श्रीभगवान् बोले —–भय का सर्वथा अभाव, अन्त:करण की पूर्ण निर्मलता, तत्व ज्ञान के लिये ध्यान योग में निरन्तर दृढ. स्थिति और सात्विक दान, इन्द्रियों का दमन, भगवान्, देवता और गुरुजनों की पूजा तथा अग्निहोत्र आदि उत्तम कर्मों का आचरण एवं वेद शास्त्रों का पठन-पाठन तथा भगवान् के नाम और गुणों का कीर्तन, स्वधर्म पालन के लिये कष्ट सहन और शरीर तथा इन्द्रियों के सहित अन्त:करण की सरलता ।","All of the significant qualities in all beings such as: freedom from fear, purity of mind and heart, stability in knowledge and concentration, generosity in charity, self-control, sacrifice, constant study of the holy Scriptures, piousness and straightforwardness.","All of the significant qualities in all beings such as: freedom from fear, purity of mind and heart, stability in knowledge and concentration, generosity in charity, self-control, sacrifice, constant study of the holy Scriptures, piousness and straightforwardness.",anxiety,Bhagavad Gita
16,16.2,अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम् । दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम् ॥ १६.२ ॥,"मन, वाणी और शरीर किसी प्रकार भी किसी को कष्ट न देना, यथार्थ और प्रिय भाषण, अपना अपकार करने वाले पर भी क्रोध का न होना, कर्मों में कर्तापन के अभिमान का त्याग, अन्त:करण की उपरति अर्थात् चित्त की चञ्चलता का अभाव, किसी की भी निन्दादि न करना, सब भूत प्राणियों में हेतुरहित दमा, इन्द्रियों का विषयों के साथ संयोग होने पर भी उनमें आसक्ति का न होना कोमलता, लोक और शास्त्र से विरुद्भ आचरण में लज्जा और व्यर्थ चेष्टाओं का अभाव ।","…Non-violence, truth, freedom from anger, detachment from all things, peacefulness (with mind and self), restraint from finding faults with others, compassion towards all living beings, detachment from greedy craving, gentleness, modesty, and stability of the mind and emotions.","…Non-violence, truth, freedom from anger, detachment from all things, peacefulness (with mind and self), restraint from finding faults with others, compassion towards all living beings, detachment from greedy craving, gentleness, modesty, and stability of the mind and emotions.",happiness,Bhagavad Gita
16,16.3,तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता । भवन्ति संपदं दैवीमभिजातस्य भारत ॥ १६.३ ॥,"तेज, क्षमा, धैर्य, बाहर की शुद्भि एवं किसी में भी शत्रु भाव का न होना और अपने में पूज्यता के अभिमान का अभाव —–ये सब तो हे अर्जुन ! दैवी सम्पदा को लेकर उत्पन्न हुए पुरुष के लक्षण हैं ।","Vigour, an attitude of forgiveness towards others, courage, purity, goodwill, towards others, and freedom from pride. All of these, dear Arjuna, are considered by Me to be the great characteristics of a man who possesses a divine nature and has come into this world from heaven.","Vigour, an attitude of forgiveness towards others, courage, purity, goodwill, towards others, and freedom from pride. All of these, dear Arjuna, are considered by Me to be the great characteristics of a man who possesses a divine nature and has come into this world from heaven.",motivation,Bhagavad Gita
16,16.4,दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च । अज्ञानं चाभिजातस्य पार्थ संपदमासुरीम् ॥ १६.४ ॥,"हे पार्थ ! दम्भ, घमण्ड और अभिमान तथा क्रोध, कठोरता और अज्ञान भी —-ये सब आसुरी सम्पदा को लेकर उत्पन्न हुए पुरुष के लक्षण हैं ।","Characteristics such as deceitfulness, arrogance, excessive pride, anger, harshness, rudeness and ignorance are the makings of a man who has been born on to this earth from fiery hell.","Characteristics such as deceitfulness, arrogance, excessive pride, anger, harshness, rudeness and ignorance are the makings of a man who has been born on to this earth from fiery hell.",general,Bhagavad Gita
16,16.5,दैवी संपद्विमोक्षाय निबन्धायासुरी मता । मा शुचः संपदं दैवीमभिजातोऽसि पाण्डव ॥ १६.५ ॥,दैवी-सम्पदा मुक्त्ति के लिये और आसुरी-सम्पदा बाँधने के लिये मानी गयी है । इसलिये हे अर्जुन ! तू शोक मत कर ; क्योंकि तू दैवी-सम्पदा को लेकर उत्पन्न हुआ है ।,"The qualities that exist within a person with a divine nature, leads that person to a blissful freedom and liberation from this world and all its material objects. However the evil traits that are found in a person with a demonic nature, blinds that person to this world and to the sensual objects it contains. But grieve not, beloved Devotee of Mine, you have been born with a divine personality and your final and ultimate destination is heaven.","The qualities that exist within a person with a divine nature, leads that person to a blissful freedom and liberation from this world and all its material objects. However the evil traits that are found in a person with a demonic nature, blinds that person to this world and to the sensual objects it contains. But grieve not, beloved Devotee of Mine, you have been born with a divine personality and your final and ultimate destination is heaven.",happiness,Bhagavad Gita
16,16.6,द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च । दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे शृणु ॥ १६.६ ॥,"हे अर्जुन ! इस लोक में भूतों की सृष्टि यानी मनुष्य समुदाय दो ही प्रकार का है, एक तो दैवी प्रकृति वाला, दूसरा आसुरी प्रकृति वाला । उनमे से दैवी प्रकृति वाला तो विस्तार पूर्वक कहा गया, अब तू आसुरी प्रकृति वाले मनुष्य समुदाय को भी विस्तार पूर्वक मुझ से सुन ।","There are basically two types of beings in this world O Arjuna. The first type is known to have a pure, pious and divine nature. The second however, has a demonic and evil nature. I have explained the divine nature to you in great length, O Arjuna. Now listen dear friend . as I describe the nature of the corrupt and evil and evil-doers in this world.","There are basically two types of beings in this world O Arjuna. The first type is known to have a pure, pious and divine nature. The second however, has a demonic and evil nature. I have explained the divine nature to you in great length, O Arjuna. Now listen dear friend . as I describe the nature of the corrupt and evil and evil-doers in this world.",general,Bhagavad Gita
16,16.7,प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः । न शौचं नापि चाचारो न सत्यं तेषु विद्यते ॥ १६.७ ॥,"आसुर स्वभाव वाले मनुष्य प्रवृत्ति और निवृत्ति —इन दोनों को ही नहीं जानते । इसलिये उनमें न तो बाहर-भीतर की शुद्भि है, न श्रेष्ट आचरण है और न सत्य भाषण ही है ।","Evil men O Partha. do not know the difference between what should and should not be done. Neither purity nor good conduct, nor even a single sign of truth exists in their hearts.","Evil men O Partha. do not know the difference between what should and should not be done. Neither purity nor good conduct, nor even a single sign of truth exists in their hearts.",general,Bhagavad Gita
16,16.8,असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् । अपरस्परसंभूतं किमन्यत्कामहैतुकम् ॥ १६.८ ॥,"वे आसुरी प्रकृति वाले मनुष्य कहा करते हैं कि जगत् आश्रयरहित, सर्वथा असत्य और बिना ईश्वर के, अपने आप केवल स्त्री-पुरुष के संयोग से उत्पन्न है, अतएव केवल काम ही इसका कारण है । इसके सिवा और क्या है ? ।",Men of this evil nature generally say that this world has no truth; is without a basis for morality and good-will; that no Lord exists and that nobody should show any love or devotion to Him; that there is no regular sequence (or law) of creation; and that birth is only the result of a natural union (of man and woman) and comes about due to pure lust and nothing else.,Men of this evil nature generally say that this world has no truth; is without a basis for morality and good-will; that no Lord exists and that nobody should show any love or devotion to Him; that there is no regular sequence (or law) of creation; and that birth is only the result of a natural union (of man and woman) and comes about due to pure lust and nothing else.,stress,Bhagavad Gita
16,16.9,एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धयः । प्रभवन्त्युग्रकर्माणः क्षयाय जगतोऽहिताः ॥ १६.९ ॥,"इस मिथ्या ज्ञान को अवलम्बन करके — जिनका स्वभाव नष्ट हो गया है तथा जिनकी बुद्भि मन्द है, वे सबका अपकार करने वाले कूरकर्मी मनुष्य केवल जगत् के नाश के लिये ही समर्थ होते हैं ।","Standing firmly by these and other wrong beliefs throughout their lives, these evil men (whose souls have become corrupt and lost), show very little intelligence and are constantly absorbed in performing their evil tasks and wrong-doings. These demonic people are the enemies of this world and its people, and are leading it to total destruction.","Standing firmly by these and other wrong beliefs throughout their lives, these evil men (whose souls have become corrupt and lost), show very little intelligence and are constantly absorbed in performing their evil tasks and wrong-doings. These demonic people are the enemies of this world and its people, and are leading it to total destruction.",stress,Bhagavad Gita
16,16.11,चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः । कामोपभोगपरमा एतावदिति निश्चिताः ॥ १६.११ ॥,"तथा वे मृत्यु पर्यन्त रहने वाली असंख्य चिन्ताओं का आश्रय लेने वाले, विषय भोगों के भोगने में तत्पर रहने वाले और ‘इतना ही सुख है’ इस प्रकार मानने वाले होते हैं |","These evil-doers become obsessed with their several evil concerns and corrupt desires which remain with them all of their lives until their death. The highest goal in their lives (that is constantly on their minds), is the attainment of sensual enjoyment and material happiness in life and nothing else matters to them.","These evil-doers become obsessed with their several evil concerns and corrupt desires which remain with them all of their lives until their death. The highest goal in their lives (that is constantly on their minds), is the attainment of sensual enjoyment and material happiness in life and nothing else matters to them.",happiness,Bhagavad Gita
16,16.12,आशापाशशतैर्बद्धाः कामक्रोधपरायणाः । ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ॥ १६.१२ ॥,वे आशा की सैकड़ों फांसियों से बँधे हुए मनुष्य काम क्रोध के परायण होकर विषय भोगों के लिये अन्याय पूर्वक धनादि पदार्थो का संग्रह करने की चेष्टा करते हैं |,The Blessed Lord described: They are bound to this world by hundreds of vain desires and hopes. They are obsessed with anger and lust. They also use unfair and often criminal means to gain enormous natural wealth in order to satisfy their neverending cravings to possess material items.,The Blessed Lord described: They are bound to this world by hundreds of vain desires and hopes. They are obsessed with anger and lust. They also use unfair and often criminal means to gain enormous natural wealth in order to satisfy their neverending cravings to possess material items.,general,Bhagavad Gita
16,16.13,इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् । इदमस्तीदमपि मे भविष्यति पुनर्धनम् ॥ १६.१३ ॥,वे सोचा करते हैं कि मैंने आज यह प्राप्त कर लिया है और अब इस मनोरथ को प्राप्त कर लूंगा । मेरे पास यह इतना धन है और फिर भी यह हो जायगा |,"It is common to hear people utter such things in their conversations as: ‘I have gained this today, and I shall attain this desires later. This wealth belongs to me and more wealth shall also soon be mine.’","It is common to hear people utter such things in their conversations as: ‘I have gained this today, and I shall attain this desires later. This wealth belongs to me and more wealth shall also soon be mine.’",general,Bhagavad Gita
16,16.14,असौ मया हतः शत्रुर्हनिष्ये चापरानपि । ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ॥ १६.१४ ॥,"वह शत्रु मेरे द्वारा मारा गया और उन दूसरे शत्रुओं को भी मैं मार डालूंगा । मैं ईश्वर हूँ, ऐश्वर्य को भोगने वाला हूँ । मैं सब सिद्धियों से युक्त्त हूँ और बलवान् तथा सुखी हूँ |","The Great Lord continued to describe the thinking of the Rakshasas (demons): It is also common to hear them say:’I have destroyed this enemy to mine and in a short time, my other enemies shall also be removed from my path of enjoyment in life. I am a Lord and the only Lord. Life is mine to enjoy as I wish. I am successful, powerful and content in life.’","The Great Lord continued to describe the thinking of the Rakshasas (demons): It is also common to hear them say:’I have destroyed this enemy to mine and in a short time, my other enemies shall also be removed from my path of enjoyment in life. I am a Lord and the only Lord. Life is mine to enjoy as I wish. I am successful, powerful and content in life.’",confusion,Bhagavad Gita
16,16.15,आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया । यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिताः ॥ १६.१५ ॥,"मै बड़ा धनी और बड़े कुटुम्ब वाला हूँ । मेरे समान दूसरा कौन है ? मैं यज्ञ करूँगा, दान दूंगा और आमोद प्रमोद करूँगा । इस प्रकार अज्ञान से मोहित रहने वाले तथा अनेक प्रकार से भ्रमित चित्त वाले मोह रूप जाल से समावृत और विषय भोगों में अत्यन्त आसक्त आसुर लोग महान् अपवित्र नरक में गिरते हैं |","‘I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).I shall give to various charities (to be celebrated as a great supporter of these charities) I shall thoroughly enjoy life as I please.’This, O Arjuna, is what people who are in a deluded,confused and corrupted state say.These peole who are confused by many foul thoughts and evil influences, entangled in the net of unending darkness and obsessive desires for material gains, they are blackened souls who fall down into a foul hell in the end.","‘I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).I shall give to various charities (to be celebrated as a great supporter of these charities) I shall thoroughly enjoy life as I please.’This, O Arjuna, is what people who are in a deluded,confused and corrupted state say.These peole who are confused by many foul thoughts and evil influences, entangled in the net of unending darkness and obsessive desires for material gains, they are blackened souls who fall down into a foul hell in the end.",confusion,Bhagavad Gita
16,16.16,अनेकचित्तविभ्रान्ता मोहजालसमावृताः । प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ ॥ १६.१६ ॥,"मै बड़ा धनी और बड़े कुटुम्ब वाला हूँ । मेरे समान दूसरा कौन है ? मैं यज्ञ करूँगा, दान दूंगा और आमोद प्रमोद करूँगा । इस प्रकार अज्ञान से मोहित रहने वाले तथा अनेक प्रकार से भ्रमित चित्त वाले मोह रूप जाल से समावृत और विषय भोगों में अत्यन्त आसक्त आसुर लोग महान् अपवित्र नरक में गिरते हैं |",‘I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).,‘I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).,general,Bhagavad Gita
16,16.17,आत्मसंभाविताः स्तब्धा धनमानमदान्विताः । यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ॥ १६.१७ ॥,वे अपने आपको ही श्रेष्ट मानने वाले घमण्डी पुरुष धन और मान के मद से युक्त्त होकर केवल नाम मात्र के यज्ञों द्वारा पाखण्ड से शास्त्र विधि रहित भजन करते हैं |,"In their moments of extreme pride and glory, when their minds are clouded up by the intoxication of their (temporary) material possessions, and while having wrong intentions, they perform their sacrifices. They perform the sacrificial rituals for the sake of show disregarding all the divine laws of sacrifice.","In their moments of extreme pride and glory, when their minds are clouded up by the intoxication of their (temporary) material possessions, and while having wrong intentions, they perform their sacrifices. They perform the sacrificial rituals for the sake of show disregarding all the divine laws of sacrifice.",stress,Bhagavad Gita
16,16.18,अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः । मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयकाः ॥ १६.१८ ॥,"वे अहंकार, बल, घमण्ड, कामना और क्रोधादि के परायण और दूसरों की निन्दा करने वाले पुरुष अपने और दूसरे के शरीर में स्थित मुझ अन्तर्यामी से द्बेष करने वाले होते हैं |","These evil beings are bound forever to their chains of selfishness, pride, arrogance, violence, anger and lust, These malicious men even despise Me, the true Lord of the Universe, who dwells even in their bodies and in those also with whom they associate.","These evil beings are bound forever to their chains of selfishness, pride, arrogance, violence, anger and lust, These malicious men even despise Me, the true Lord of the Universe, who dwells even in their bodies and in those also with whom they associate.",general,Bhagavad Gita
16,16.19,तानहं द्विषतः क्रुरान्संसारेषु नराधमान् । क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु ॥ १६.१९ ॥,मैं द्बेष करने वाले  पापाचारी और कूरकर्मी नराधमों को मैं संसार में बार-बार आसुरी योनियों में ही डालता हूँ|,"hese devilish people who are cruel, whose soul is filled with hate, and who are among the worst men on earth, are ultimately thrown into destruction by Me the Supporter of all that is pure and who represents goodness in this world. O Arjuna, these people constantly remain in this vast cycle of constant birth and rebirth.","hese devilish people who are cruel, whose soul is filled with hate, and who are among the worst men on earth, are ultimately thrown into destruction by Me the Supporter of all that is pure and who represents goodness in this world. O Arjuna, these people constantly remain in this vast cycle of constant birth and rebirth.",general,Bhagavad Gita
16,16.21,त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः । कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत् ॥ १६.२१ ॥,"काम, क्रोध तथा लोभ — ये तीन प्रकार के नरक के द्वार आत्मा का नाश करने वाले अर्थात् उसको अधोगति में ले जाने वाले हैं । अतएव इन तीनों को त्याग देना चाहिये ","O Arjuna, there are three entrances or gateways to hell, all leading to the death of the self. These particular gates are known as the gateways of lust, anger, and greed. Man should avoid these gateways all his life or he shall inevitably suffer in hell after his death.","O Arjuna, there are three entrances or gateways to hell, all leading to the death of the self. These particular gates are known as the gateways of lust, anger, and greed. Man should avoid these gateways all his life or he shall inevitably suffer in hell after his death.",general,Bhagavad Gita
16,16.22,एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः । आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् ॥ १६.२२ ॥,"हे अर्जुन ! इन तीनों नरक के द्वार से मुक्त्त पुरुष अपने कल्याण का आचरण करता है, इससे वह परम गति को जाता है अर्थात् मुझको प्राप्त हो जाता है |","O son of Kunti, should a man free himself from these three doors, to hell, darkness and destruction, he discovers what is best for his inner spirit (or soul). He then ultimately reaches the highest goal by following the Supreme Path which leads to union with Me, the Supreme Spirit.","O son of Kunti, should a man free himself from these three doors, to hell, darkness and destruction, he discovers what is best for his inner spirit (or soul). He then ultimately reaches the highest goal by following the Supreme Path which leads to union with Me, the Supreme Spirit.",confusion,Bhagavad Gita
