text,emotion,type
"very one who has rid himself of attached karma by practising yoga and one who has rid himself of doubts by achieving gyan, he is a self-realized person and is not bound by attached karma.",stress,augmented
इसलिये हे भरतवंशी अर्जुन ! तू हृदयमें स्थित इस अज्ञानजनित अपने संशयका विवेकज्ञानरूप तलवारद्वारा छेदन करके समत्वरूप कर्मयोगमें स्थित हो जा और युद्धके लिये खड़ा हो जा|!,anxiety,augmented
इसलिये हे भरतवंशी अर्जुन ! तू हृदयमें स्थित इस अज्ञानजनित अपने संशयका विवेकज्ञानरूप तलवारद्वारा छेदन करके समत्वरूप कर्मयोगमें स्थित हो जा और युद्धके लिये खड़ा हो जा|?,anxiety,augmented
very इसलिये हे भरतवंशी अर्जुन ! तू हृदयमें स्थित इस अज्ञानजनित अपने संशयका विवेकज्ञानरूप तलवारद्वारा छेदन करके समत्वरूप कर्मयोगमें स्थित हो जा और युद्धके लिये खड़ा हो जा|,anxiety,augmented
"Hence, be established in yoga by cutting the ignorance born doubt about the self with the sword of knowledge. Stand up, O Bharata.!",anxiety,augmented
"Hence, be established in yoga by cutting the ignorance born doubt about the self with the sword of knowledge. Stand up, O Bharata.?",anxiety,augmented
"very hence, be established in yoga by cutting the ignorance born doubt about the self with the sword of knowledge. stand up, o bharata.",anxiety,augmented
"अर्जुन बोले– हे कृष्ण ! आप कर्मोंके संन्यासकी और फिर कर्मयोगकी प्रशंसा करते हैं । इसलिये इन दोनोंमेंसे जो एक मेरे लिये भलीभाँति निश्चित कल्याणकारक साधन हो, उसको कहिये|!",confusion,augmented
"अर्जुन बोले– हे कृष्ण ! आप कर्मोंके संन्यासकी और फिर कर्मयोगकी प्रशंसा करते हैं । इसलिये इन दोनोंमेंसे जो एक मेरे लिये भलीभाँति निश्चित कल्याणकारक साधन हो, उसको कहिये|?",confusion,augmented
"very अर्जुन बोले– हे कृष्ण ! आप कर्मोंके संन्यासकी और फिर कर्मयोगकी प्रशंसा करते हैं । इसलिये इन दोनोंमेंसे जो एक मेरे लिये भलीभाँति निश्चित कल्याणकारक साधन हो, उसको कहिये|",confusion,augmented
"Arjuna asked the Great Lord: Dear Krishna, I am still confused. I have heard praise of Yoga as well as of Sannyaas (Holy Pilgrimage), from You. Which one of these two O Lord, is the best path for me?!",confusion,augmented
"Arjuna asked the Great Lord: Dear Krishna, I am still confused. I have heard praise of Yoga as well as of Sannyaas (Holy Pilgrimage), from You. Which one of these two O Lord, is the best path for me??",confusion,augmented
"very arjuna asked the great lord: dear krishna, i am still confused. i have heard praise of yoga as well as of sannyaas (holy pilgrimage), from you. which one of these two o lord, is the best path for",confusion,augmented
"श्रीभगवान् बोले- कर्मसंन्यास और कर्मयोग— ये दोनों ही परम कल्याणके करनेवाले हैं, परन्तु उन दोनोंमें भी कर्मसंन्याससे कर्मयोग साधनमें सुगम होनेसे श्रेष्ठ है|!",confusion,augmented
"श्रीभगवान् बोले- कर्मसंन्यास और कर्मयोग— ये दोनों ही परम कल्याणके करनेवाले हैं, परन्तु उन दोनोंमें भी कर्मसंन्याससे कर्मयोग साधनमें सुगम होनेसे श्रेष्ठ है|?",confusion,augmented
"very श्रीभगवान् बोले- कर्मसंन्यास और कर्मयोग— ये दोनों ही परम कल्याणके करनेवाले हैं, परन्तु उन दोनोंमें भी कर्मसंन्याससे कर्मयोग साधनमें सुगम होनेसे श्रेष्ठ है|",confusion,augmented
"very oh arjuna, both the paths of yoga and sannyaas lead one to supreme bliss and happiness. however, i shall always regard yoga as the better path to the attainment of supreme peace and unity with me",confusion,augmented
"very हे अर्जुन! जो पुरुष न किसीसे द्वेष करता है और न किसीकी आकांक्षा करता है, वह कर्मयोगी सदा संन्यासी ही समझने योग्य है; क्योंकि राग द्वेषादि द्वन्द्वोंसे रहित पुरुष सुखपूर्वक संसारबन्धनसे मुक्त हो ज",anxiety,augmented
"very oh arjuna a true sannyaasi is one who has no doubts about anything he does or encounters in his life; who has no enemies whatsoever, and above all, who is free from all desires (for material obje",anxiety,augmented
"उपर्युक्त संन्यास और कर्मयोगको मूर्खलोग पृथक् पृथक् फल देनेवाले कहते हैं न कि पण्डितजन, क्योंकि दोनोंमेंसे एकमें भी सम्यक् प्रकारसे स्थित पुरुष दोनोंके फलरूप परमात्माको प्राप्त होता है|!",stress,augmented
"उपर्युक्त संन्यास और कर्मयोगको मूर्खलोग पृथक् पृथक् फल देनेवाले कहते हैं न कि पण्डितजन, क्योंकि दोनोंमेंसे एकमें भी सम्यक् प्रकारसे स्थित पुरुष दोनोंके फलरूप परमात्माको प्राप्त होता है|?",stress,augmented
"very उपर्युक्त संन्यास और कर्मयोगको मूर्खलोग पृथक् पृथक् फल देनेवाले कहते हैं न कि पण्डितजन, क्योंकि दोनोंमेंसे एकमें भी सम्यक् प्रकारसे स्थित पुरुष दोनोंके फलरूप परमात्माको प्राप्त होता है|",stress,augmented
"very oh arjuna, in essense, yoga and sannyaas are the same because both of these achieve the same goal. those who consider yoga and sannyaas as two different paths leading to the achievement of two di",stress,augmented
"ज्ञानयोगियों द्वारा जो परमधाम प्राप्त किया जाता है, कर्मयोगियों द्वारा भी वही प्राप्त किया जाता है। इसलिये जो पुरुष ज्ञानयोग और कर्मयोगको फलरूपमें एक देखता है, वही यथार्थ देखता है|!",confusion,augmented
"ज्ञानयोगियों द्वारा जो परमधाम प्राप्त किया जाता है, कर्मयोगियों द्वारा भी वही प्राप्त किया जाता है। इसलिये जो पुरुष ज्ञानयोग और कर्मयोगको फलरूपमें एक देखता है, वही यथार्थ देखता है|?",confusion,augmented
"very ज्ञानयोगियों द्वारा जो परमधाम प्राप्त किया जाता है, कर्मयोगियों द्वारा भी वही प्राप्त किया जाता है। इसलिये जो पुरुष ज्ञानयोग और कर्मयोगको फलरूपमें एक देखता है, वही यथार्थ देखता है|",confusion,augmented
"Yoga or Sannyaas (together known as Sankyoga) both attain the same goal for he who follows either of these paths. Only he who considers Yoga and Sannyaas as one, sees the ultimate Truth (the Lord).!",confusion,augmented
"Yoga or Sannyaas (together known as Sankyoga) both attain the same goal for he who follows either of these paths. Only he who considers Yoga and Sannyaas as one, sees the ultimate Truth (the Lord).?",confusion,augmented
"very yoga or sannyaas (together known as sankyoga) both attain the same goal for he who follows either of these paths. only he who considers yoga and sannyaas as one, sees the ultimate truth (the lord",confusion,augmented
"very परन्तु हे अर्जुन ! कर्मयोगके बिना संन्यास अर्थात् मन, इन्द्रिय और शरीरद्वारा होनेवाले सम्पूर्ण कर्मोंमें कर्तापनका त्याग प्राप्त होना कठिन है और भगवत्स्वरूपको मनन करनेवाला कर्मयोगी परब्रह्म परमात",stress,augmented
"very the blessed lord spoke in his divine voice:o my dear arjuna, in order for one to achieve sannyaas, he must practise karmyoga (doing karma or actions without attachment or desire to see the result",stress,augmented
"जिसका मन अपने वशमें है, जो जितेन्द्रिय एवं विशुद्ध अन्तःकरणवाला है और सम्पूर्ण प्राणियोंका आत्मरूप परमात्मा ही जिसका आत्मा है, ऐसा कर्मयोगी कर्म करता हुआ भी लिप्त नहीं होता|!",happiness,augmented
"जिसका मन अपने वशमें है, जो जितेन्द्रिय एवं विशुद्ध अन्तःकरणवाला है और सम्पूर्ण प्राणियोंका आत्मरूप परमात्मा ही जिसका आत्मा है, ऐसा कर्मयोगी कर्म करता हुआ भी लिप्त नहीं होता|?",happiness,augmented
"very जिसका मन अपने वशमें है, जो जितेन्द्रिय एवं विशुद्ध अन्तःकरणवाला है और सम्पूर्ण प्राणियोंका आत्मरूप परमात्मा ही जिसका आत्मा है, ऐसा कर्मयोगी कर्म करता हुआ भी लिप्त नहीं होता|",happiness,augmented
very the lord spoke onwards:the karmyogi is a purified being who has conquered the self. he does not centre his life around himeself but around the achievement of being one with god.he detaches himese,happiness,augmented
"very तत्त्वको जाननेवाला सांख्ययोगी तो देखता हुआ, सुनता हुआ, स्पर्श करता हुआ, सूँघता हुआ, भोजन करता हुआ, गमन करता हुआ, सोता हुआ, श्वास लेता हुआ, बोलता हुआ, त्यागता हुआ, ग्रहण करता हुआ तथा आँखोंको खोलता",stress,augmented
"very he who comes to the realization that, although he is physically performing actions such as seeing, hearing, touching, smelling, eating, walking, sleeping, breathing, speaking, receiving, sacrific",stress,augmented
"कर्मयोगी ममत्वबुद्धिरहित केवल इन्द्रिय, मन, बुद्धि और शरीरद्वारा भी आसक्तिको त्यागकर अन्तःकरणकी शुद्धिके लिये कर्म करते हैं|!",stress,augmented
"कर्मयोगी ममत्वबुद्धिरहित केवल इन्द्रिय, मन, बुद्धि और शरीरद्वारा भी आसक्तिको त्यागकर अन्तःकरणकी शुद्धिके लिये कर्म करते हैं|?",stress,augmented
"very कर्मयोगी ममत्वबुद्धिरहित केवल इन्द्रिय, मन, बुद्धि और शरीरद्वारा भी आसक्तिको त्यागकर अन्तःकरणकी शुद्धिके लिये कर्म करते हैं|",stress,augmented
"O Arjuna, Yogis purify their souls by abolishing any feelings of attachment within themselves by performing Karma through mind, body, intellect, and senses.!",stress,augmented
"O Arjuna, Yogis purify their souls by abolishing any feelings of attachment within themselves by performing Karma through mind, body, intellect, and senses.?",stress,augmented
"very o arjuna, yogis purify their souls by abolishing any feelings of attachment within themselves by performing karma through mind, body, intellect, and senses.",stress,augmented
कर्मयोगी कर्मोंके कर्मोंके फलका त्याग करके भगवत्प्राप्तिरूप शान्तिको प्राप्त होता है और सकाम पुरुष कामनाकी प्रेरणासे फलमें आसक्त होकर बँधता है|!,stress,augmented
कर्मयोगी कर्मोंके कर्मोंके फलका त्याग करके भगवत्प्राप्तिरूप शान्तिको प्राप्त होता है और सकाम पुरुष कामनाकी प्रेरणासे फलमें आसक्त होकर बँधता है|?,stress,augmented
very कर्मयोगी कर्मोंके कर्मोंके फलका त्याग करके भगवत्प्राप्तिरूप शान्तिको प्राप्त होता है और सकाम पुरुष कामनाकी प्रेरणासे फलमें आसक्त होकर बँधता है|,stress,augmented
"very when a yogi has reached a state of true self-realization by leaving all fruits and results of karma in the hands of the lord, he achieves true peace and happiness.however, he who does karma (acti",stress,augmented
very अन्तःकरण जिसके वशमें है ऐसा सांख्ययोगका आचरण करनेवाला पुरुष न करता हुआ और न करवाता हुआ ही नवद्वारोंवाले शरीररूप घरमें सब कर्मोंको मनसे त्यागकर आनन्दपूर्वक सच्चिदानन्दघन परमात्माके स्वरूपमें स्थित,stress,augmented
"very a person, having self-control, and mentally freeing himself of all actions (by the uninterest in results of actions), in really performs no actions whatsoever. by mentally detaching himself of al",stress,augmented
"परमेश्वर मनुष्योंके न तो कर्तापनकी, न कर्मोंकी और न कर्मफलके संयोगकी ही रचना करते हैं; किन्तु स्वभाव ही बर्त रहा है|!",stress,augmented
"परमेश्वर मनुष्योंके न तो कर्तापनकी, न कर्मोंकी और न कर्मफलके संयोगकी ही रचना करते हैं; किन्तु स्वभाव ही बर्त रहा है|?",stress,augmented
"very परमेश्वर मनुष्योंके न तो कर्तापनकी, न कर्मोंकी और न कर्मफलके संयोगकी ही रचना करते हैं; किन्तु स्वभाव ही बर्त रहा है|",stress,augmented
"very the lord does not create the performance of actions (or karma ), nor karma itself, nor even the result of karma. it is simply all due to nature performing its function in the world.(however, natu",stress,augmented
"सर्वव्यापी परमेश्वर भी न किसीके पापकर्मको और न किसीके शुभकर्मको ही ग्रहण करता है; किन्तु अज्ञानके द्वारा ज्ञान ढका हुआ है, उससे सब अज्ञानी मनुष्य मोहित हो रहे हैं|!",stress,augmented
"सर्वव्यापी परमेश्वर भी न किसीके पापकर्मको और न किसीके शुभकर्मको ही ग्रहण करता है; किन्तु अज्ञानके द्वारा ज्ञान ढका हुआ है, उससे सब अज्ञानी मनुष्य मोहित हो रहे हैं|?",stress,augmented
"very सर्वव्यापी परमेश्वर भी न किसीके पापकर्मको और न किसीके शुभकर्मको ही ग्रहण करता है; किन्तु अज्ञानके द्वारा ज्ञान ढका हुआ है, उससे सब अज्ञानी मनुष्य मोहित हो रहे हैं|",stress,augmented
"I, the all pervading Lord receives neither the good nor the bad Karma of anyone. People are from time to time deluded because their Knowledge (Gyan) is Covered up or blinded by ignorance (Agyan).!",stress,augmented
"I, the all pervading Lord receives neither the good nor the bad Karma of anyone. People are from time to time deluded because their Knowledge (Gyan) is Covered up or blinded by ignorance (Agyan).?",stress,augmented
"very i, the all pervading lord receives neither the good nor the bad karma of anyone. people are from time to time deluded because their knowledge (gyan) is covered up or blinded by ignorance (agyan).",stress,augmented
"परन्तु जिनका वह अज्ञान परमात्माके तत्त्वज्ञानद्वारा नष्ट कर दिया गया है, उनका वह ज्ञान सूर्यके सदृश उस सच्चिदानन्दघन परमात्माको प्रकाशित कर देता है|!",general,augmented
"परन्तु जिनका वह अज्ञान परमात्माके तत्त्वज्ञानद्वारा नष्ट कर दिया गया है, उनका वह ज्ञान सूर्यके सदृश उस सच्चिदानन्दघन परमात्माको प्रकाशित कर देता है|?",general,augmented
"very परन्तु जिनका वह अज्ञान परमात्माके तत्त्वज्ञानद्वारा नष्ट कर दिया गया है, उनका वह ज्ञान सूर्यके सदृश उस सच्चिदानन्दघन परमात्माको प्रकाशित कर देता है|",general,augmented
very the lord continued: people’s achievement of knowledge of their self has allowed them to destroy their ignorance or remove their lack of knowledge (agyan). they soon find that the knowledge they a,general,augmented
"very जिनका मन तद्रूप हो रहा है, जिनकी बुद्धि तद्रूप हो रही है और सच्चिदानन्दघन परमात्मामें ही जिनकी निरन्तर एकीभावसे स्थिति है, ऐसे तत्परायण पुरुष ज्ञानके द्वारा पापरहित होकर अपुनरावृत्तिको अर्थात् पर",happiness,augmented
"very the lord spoke: o arjuna, total liberation and everlasting peace is achieved only by those whose mind and intellect constantly dwells on god and who have destroyed all sin by achieving gyan (know",happiness,augmented
"वे ज्ञानीजन विद्या और विनययुक्त ब्राह्मणमें तथा गौ, हाथी, कुत्ते और चाण्डालमें भी समदर्शी ही होते हैं|!",general,augmented
"वे ज्ञानीजन विद्या और विनययुक्त ब्राह्मणमें तथा गौ, हाथी, कुत्ते और चाण्डालमें भी समदर्शी ही होते हैं|?",general,augmented
"very वे ज्ञानीजन विद्या और विनययुक्त ब्राह्मणमें तथा गौ, हाथी, कुत्ते और चाण्डालमें भी समदर्शी ही होते हैं|",general,augmented
"The wise men treat everybody as equals O Arjuna, whether it be a learned and cultured Brahman, a cow, an elephant, or a dog and an outcaste. He not differentiate between anybody.!",general,augmented
"The wise men treat everybody as equals O Arjuna, whether it be a learned and cultured Brahman, a cow, an elephant, or a dog and an outcaste. He not differentiate between anybody.?",general,augmented
"very the wise men treat everybody as equals o arjuna, whether it be a learned and cultured brahman, a cow, an elephant, or a dog and an outcaste. he not differentiate between anybody.",general,augmented
"जिनका मन समभावमें स्थित है, उनके द्वारा इस जीवित अवस्थामें ही सम्पूर्ण संसार जीत लिया गया है, क्योंकि सच्चिदानन्दघन परमात्मा निर्दोष और सम है, इससे वे सच्चिदानन्दघन परमात्मामें ही स्थित हैं|!",general,augmented
"जिनका मन समभावमें स्थित है, उनके द्वारा इस जीवित अवस्थामें ही सम्पूर्ण संसार जीत लिया गया है, क्योंकि सच्चिदानन्दघन परमात्मा निर्दोष और सम है, इससे वे सच्चिदानन्दघन परमात्मामें ही स्थित हैं|?",general,augmented
"very जिनका मन समभावमें स्थित है, उनके द्वारा इस जीवित अवस्थामें ही सम्पूर्ण संसार जीत लिया गया है, क्योंकि सच्चिदानन्दघन परमात्मा निर्दोष और सम है, इससे वे सच्चिदानन्दघन परमात्मामें ही स्थित हैं|",general,augmented
"very o arjuna, those who are even-minded and treat everybody as equals in all respects, have reached the ultimate goal of life and have conquered the whole world because god is perfect, without defect",general,augmented
"very बाहरके विषयों में आसक्तिरहित अन्तःकरणवाला साधक आत्मामें स्थित जो ध्यानजनित सात्त्विक आनन्द है, उसको प्राप्त होता है; तदनन्तर वह सच्चिदानन्दघन परब्रह्म परमात्माके ध्यानरूप योगमें अभिन्नभावसे स्थित",anxiety,augmented
"very o arjuna, a person who has totally detached himself from the material world and is happy and satisfied within his own self, attains eternal peace. when a person is truly established in the yoga o",anxiety,augmented
"very जो ये इन्द्रिय तथा विषयोंके संयोगसे उत्पन्न होनेवाले सब भोग हैं, यद्यपि विषयी पुरुषोंको सुखरूप भासते हैं तो भी दुःखके ही हेतु हैं और आदि अन्तवाले अर्थात् अनित्य हैं। इसलिये हे अर्जुन ! । बुद्धिमा",happiness,augmented
"very when one’s senses make contact with sensual, material goods, arjuna, these desire-evoking objects are the cause of misery (these objects may appear enjoyable to material pleasure-seekers).these e",happiness,augmented
"जो पुरुष अन्तरात्मामें ही सुखवाला है, आत्मामें ही रमण करनेवाला है तथा जो आत्मामें ही ज्ञानवाला है, वह सच्चिदानन्दघन परब्रह्म परमात्माके साथ एकीभावको प्राप्त सांख्ययोगी शान्त ब्रह्मको प्राप्त होता है|!",happiness,augmented
"जो पुरुष अन्तरात्मामें ही सुखवाला है, आत्मामें ही रमण करनेवाला है तथा जो आत्मामें ही ज्ञानवाला है, वह सच्चिदानन्दघन परब्रह्म परमात्माके साथ एकीभावको प्राप्त सांख्ययोगी शान्त ब्रह्मको प्राप्त होता है|?",happiness,augmented
"very जो पुरुष अन्तरात्मामें ही सुखवाला है, आत्मामें ही रमण करनेवाला है तथा जो आत्मामें ही ज्ञानवाला है, वह सच्चिदानन्दघन परब्रह्म परमात्माके साथ एकीभावको प्राप्त सांख्ययोगी शान्त ब्रह्मको प्राप्त होता",happiness,augmented
"One who is truly happy, peaceful and enlightened with his Soul, that wise man (Yogi) has combined with the supreme Soul (God) as one and attains freedom from all bondages to the world.!",happiness,augmented
"One who is truly happy, peaceful and enlightened with his Soul, that wise man (Yogi) has combined with the supreme Soul (God) as one and attains freedom from all bondages to the world.?",happiness,augmented
"very one who is truly happy, peaceful and enlightened with his soul, that wise man (yogi) has combined with the supreme soul (god) as one and attains freedom from all bondages to the world.",happiness,augmented
"very जिनके सब पाप नष्ट हो गये हैं, जिनके सब संशय ज्ञानके द्वारा निवृत्त हो गये हैं, जो सम्पूर्ण प्राणियोंके हितमें रत हैं और जिनका जीता हुआ मन निश्चलभावसे परमात्मामें स्थित है, वे ब्रह्मवेत्ता पुरुष श",happiness,augmented
"very those wise men or sages who have abolished and destroyed all their sins with the achievement of true gyan (knowledge), and who have devoted themselves to the welfare of other beings, attain supre",happiness,augmented
"काम-क्रोधसे रहित, जीते हुए चित्तवाले, परब्रह्म परमात्माका साक्षात्कार किये हुए ज्ञानी पुरुषों के लिये सब ओरसे शान्त परब्रह्म परमात्मा ही परिपूर्ण हैं|!",general,augmented
"काम-क्रोधसे रहित, जीते हुए चित्तवाले, परब्रह्म परमात्माका साक्षात्कार किये हुए ज्ञानी पुरुषों के लिये सब ओरसे शान्त परब्रह्म परमात्मा ही परिपूर्ण हैं|?",general,augmented
"very काम-क्रोधसे रहित, जीते हुए चित्तवाले, परब्रह्म परमात्माका साक्षात्कार किये हुए ज्ञानी पुरुषों के लिये सब ओरसे शान्त परब्रह्म परमात्मा ही परिपूर्ण हैं|",general,augmented
"very o arjuna, all of those wise men (yogis) who have learned to control their minds, have learned to conquer and abolish all of the desires and anger within them, and have truly realized god, attain ",general,augmented
"very बाहरके विषय-भोगोंको न चिन्तन करता हुआ बाहर ही निकालकर और नेत्रोंकी दृष्टिको भृकुटीके बीचमें स्थित करके तथा नासिकामें विचरनेवाले प्राण और अपानवायुको सम करके, जिसकी इन्द्रियाँ, मन और बुद्धि जीती हु",anxiety,augmented
"very a person who has totally detached himself from sense objects that give temporary pleasure and enjoyment, he who has learned to control and equalize the number of breaths going outwards and inward",anxiety,augmented
"मेरा भक्त मुझको सब यज्ञ और तपोंका भोगनेवाला, सम्पूर्ण लोकोंके ईश्वरोंका भी ईश्वर तथा सम्पूर्ण भूत-प्राणियोंका सुहृद् अर्थात् स्वार्थरहित दयालु और प्रेमी, ऐसा तत्त्वसे जानकर शान्तिको प्राप्त होता है|!",happiness,augmented
"मेरा भक्त मुझको सब यज्ञ और तपोंका भोगनेवाला, सम्पूर्ण लोकोंके ईश्वरोंका भी ईश्वर तथा सम्पूर्ण भूत-प्राणियोंका सुहृद् अर्थात् स्वार्थरहित दयालु और प्रेमी, ऐसा तत्त्वसे जानकर शान्तिको प्राप्त होता है|?",happiness,augmented
"very मेरा भक्त मुझको सब यज्ञ और तपोंका भोगनेवाला, सम्पूर्ण लोकोंके ईश्वरोंका भी ईश्वर तथा सम्पूर्ण भूत-प्राणियोंका सुहृद् अर्थात् स्वार्थरहित दयालु और प्रेमी, ऐसा तत्त्वसे जानकर शान्तिको प्राप्त होता ",happiness,augmented
"very the lord declared:o arjuna, he who shall consider me the enjoyer of sacrifices and all that is internally pure, and who is devoted to me, the god of all worlds and well-wisher of all beings, atta",happiness,augmented
"श्रीभगवान् बोले—जो पुरुष कर्मफलका आश्रय न लेकर करनेयोग्य कर्म करता है, वह संन्यासी तथा योगी है और केवल अग्निका त्याग करनेवाला संन्यासी नहीं है तथा केवल क्रियाओंका त्याग करनेवाला योगी नहीं है|!",stress,augmented
"श्रीभगवान् बोले—जो पुरुष कर्मफलका आश्रय न लेकर करनेयोग्य कर्म करता है, वह संन्यासी तथा योगी है और केवल अग्निका त्याग करनेवाला संन्यासी नहीं है तथा केवल क्रियाओंका त्याग करनेवाला योगी नहीं है|?",stress,augmented
"very श्रीभगवान् बोले—जो पुरुष कर्मफलका आश्रय न लेकर करनेयोग्य कर्म करता है, वह संन्यासी तथा योगी है और केवल अग्निका त्याग करनेवाला संन्यासी नहीं है तथा केवल क्रियाओंका त्याग करनेवाला योगी नहीं है|",stress,augmented
very lord krishna continued: a sannyaasi is one who performs action or duty (karma) without desiring any reward or other results for his actions. one cannot be a sannyaasi or a yogi by simply not peto,stress,augmented
"हे अर्जुन ! जिसको संन्यास’ ऐसा कहते हैं, उसीको तू योग’ जान; क्योंकि संकल्पोंका त्याग न करनेवाला कोई भी पुरुष योगी नहीं होता|!",general,augmented
"हे अर्जुन ! जिसको संन्यास’ ऐसा कहते हैं, उसीको तू योग’ जान; क्योंकि संकल्पोंका त्याग न करनेवाला कोई भी पुरुष योगी नहीं होता|?",general,augmented
"very हे अर्जुन ! जिसको संन्यास’ ऐसा कहते हैं, उसीको तू योग’ जान; क्योंकि संकल्पोंका त्याग न करनेवाला कोई भी पुरुष योगी नहीं होता|",general,augmented
"O Arjuna, consider Sannyaas and Yoga as one and the same; just as one becomes a Sannyassi by giving up all desires, similarly to be a Yogi one must do the same.!",general,augmented
"O Arjuna, consider Sannyaas and Yoga as one and the same; just as one becomes a Sannyassi by giving up all desires, similarly to be a Yogi one must do the same.?",general,augmented
"very o arjuna, consider sannyaas and yoga as one and the same; just as one becomes a sannyassi by giving up all desires, similarly to be a yogi one must do the same.",general,augmented
"very योगमें आरूढ़ होनेकी इच्छावाले मननशील पुरुषके लिये योगकी प्राप्तिमें निष्कामभावसे कर्म करना ही हेतु कहा जाता है और योगारूढ़ हो जानेपर उस योगारूढ़ पुरुषका जो सर्वसंकल्पोंका अभाव है, वही कल्याणमें ह",stress,augmented
"very for one who wishes to establish himself in the divinity of yoga. o arjuna, he must follow the method of doing karma without desires of any sort. for, giving up all worldly thoughts is the path th",stress,augmented
"जिस कालमें न तो इन्द्रियोंके भोगोंमें और न कर्मोंमें ही आसक्त होता है, उस कालमें सर्वसंकल्पोंका त्यागी पुरुष योगारूढ़ कहा जाता है|!",stress,augmented
"जिस कालमें न तो इन्द्रियोंके भोगोंमें और न कर्मोंमें ही आसक्त होता है, उस कालमें सर्वसंकल्पोंका त्यागी पुरुष योगारूढ़ कहा जाता है|?",stress,augmented
"very जिस कालमें न तो इन्द्रियोंके भोगोंमें और न कर्मोंमें ही आसक्त होता है, उस कालमें सर्वसंकल्पोंका त्यागी पुरुष योगारूढ़ कहा जाता है|",stress,augmented
"very when one is no longer attached to sensual objects or to the karma that he does, and when he has totally rid himself of all desires, at that time, a person is considered to be fully and undoubtedl",stress,augmented
अपने द्वारा अपना संसार- समुद्रसे उद्धार करे और अपनेको अधोगतिमें न डाले; क्योंकि यह मनुष्य आप ही तो अपना मित्र है और आप ही अपना शत्रु है|!,stress,augmented
अपने द्वारा अपना संसार- समुद्रसे उद्धार करे और अपनेको अधोगतिमें न डाले; क्योंकि यह मनुष्य आप ही तो अपना मित्र है और आप ही अपना शत्रु है|?,stress,augmented
very अपने द्वारा अपना संसार- समुद्रसे उद्धार करे और अपनेको अधोगतिमें न डाले; क्योंकि यह मनुष्य आप ही तो अपना मित्र है और आप ही अपना शत्रु है|,stress,augmented
"very dear arjuna, one should lift himself through his own efforts. he success or failure in performing his karma should be the result of his own doing. should a man fail, he should not degrade himself",stress,augmented
"very जिस जीवात्माद्वारा मन और इन्द्रियोंसहित शरीर जीता हुआ है, उस जीवात्माका तो वह आप ही मित्र है और जिसके द्वारा मन तथा इन्द्रियोंसहित शरीर नहीं जीता गया है, उसके लिये वह आप ही शत्रुके सदृश शत्रुतामे",general,augmented
"very the true self (soul) is only its own friend if it is free from attachment and in control of its own mind, body and senses. however, dear arjuna, if one’s soul is not in control of mind body and s",general,augmented
"very सरदी गरमी और सुख दुःखादिमें तथा मान – – और अपमानमें जिसके अन्तःकरणकी वृत्तियाँ भलीभाँति शान्त हैं, ऐसे स्वाधीन आत्मावाले पुरुष ज्ञानमें सच्चिदानन्दघन परमात्मा सम्यक् स्थित है अर्थात् उसके ज्ञानमे",happiness,augmented
"very one who has truly achieved peace with the self and a balance in cold and heat, joy and sorrow, respect and disrespect, has a purified and liberated soul, god dwells in souls such as these and the",happiness,augmented
"very जिसका अन्तःकरण ज्ञान विज्ञानसे तृप्त है, – जिसकी स्थिति विकाररहित है, जिसकी इन्द्रियाँ भलीभाँति जीती हुई हैं और जिसके लिये मिट्टी, पत्थर और सुवर्ण समान हैं, वह योगी युक्त अर्थात् भगवत्प्राप्त है,",happiness,augmented
"very he lord explained: when one’s mind is at peace and fully contented with the gyan (knowledge or wisdom) it has acquired, one whose mind is constantly stable and fixed in god, who has controlled hi",happiness,augmented
"सुहृद्’, मित्र, वैरी, उदासीन, मध्यस्थ , द्वेष्य और बन्धुगणोंमें, धर्मात्माओंमें और पापियोंमें भी समानभाव रखनेवाला अत्यन्त श्रेष्ठ है|!",general,augmented
"सुहृद्’, मित्र, वैरी, उदासीन, मध्यस्थ , द्वेष्य और बन्धुगणोंमें, धर्मात्माओंमें और पापियोंमें भी समानभाव रखनेवाला अत्यन्त श्रेष्ठ है|?",general,augmented
"very सुहृद्’, मित्र, वैरी, उदासीन, मध्यस्थ , द्वेष्य और बन्धुगणोंमें, धर्मात्माओंमें और पापियोंमें भी समानभाव रखनेवाला अत्यन्त श्रेष्ठ है|",general,augmented
