text,emotion
"The blessed Lord spoke: Now Arjuna, I shall expose to you the most supreme and highest of all the wisdom in this universe by which all the great sages in this universe have achieved the highest perfec",general
इस ज्ञान को आश्रय करके अर्थात धारण करके मेरे स्वरूप को प्राप्त हुए पुरुष सृष्टि के आदि में पुन: उत्पन्न नहीं होते और प्रलय काल में भी व्याकुल नहीं होते|,motivation
"By fully learning, understanding and practising this wisdom, these sages have become a part of Me. As a result, they are not born at the time of creation nor do they pass away at the time of destructi",motivation
हे अर्जुन ! मेरी महत्-ब्रह्म रूप मूल प्रकृति सम्पूर्ण भूतों की योनि है अर्थात् गर्भाधान का स्थान है और मैं उस योनि में चेतन समुदाय रूप गर्भ को स्थापन करता हूँ । उस जड़ चेतन के संयोग से सब भूतों की उत्,general
"O Arjuna, you must realize that it is from Me that all creation steam. The great Brahma, The Lord of all creation acts as My womb when I plant the seed of creation from which all beings evolve.",general
"हे अर्जुन ! नाना प्रकार की सब योनियों में जितनी मूर्तियां अर्थात् शरीर धारी प्राणी उत्पन्न होते हैं, प्रकृति तो उन सब की गर्भ धारण करने वाली माता है और मै बीज को स्थापन करने वाला पिता हूँ |",general
"The blessed Lord said:Dear Arjuna, know that whenever and wherever a being is born, I am his parents, that is, both his mother and father, who gave him life in this world.",general
"हे अर्जुन ! सत्वगुण, रजोगुण, और तमोगुण —-ये प्रकृति से उत्पन्न तीनों गुण अविनाशी जीवात्मा को शरीर में बांधते हैं|",general
"Arjuna, that NATURE is made of three parts, namely: SATTVA (the light representing goodness); RAJAS (fire representing passion), and TAMAS (darkness representing evil). These bind down and limit the h",general
"हे निष्पाप ! उन तीनों गुणों में सत्वगुण तो निर्मल होने के कारण प्रकाश करने वाला और विकार रहित है, वह सुख के सम्बन्ध से और ज्ञान के सम्बन्ध से अर्थात् उसके अभिमान से बांधता है |",motivation
"Arjuna, understand these three natural elements: SATTVA, because it represents light and purity is a sign of good health, but binds the various beings in this world to worldly material happiness. This",motivation
हे अर्जुन ! राग रूप रजोगुण को कामना और आसक्ति से उत्पन्न जान । वह इस जीवात्मा को कर्मो के और उनके फल के सम्बन्ध से बांधता है |,stress
"RAJAS, dear Arjuna, is that natural element representing passion which leads to material and worldly attachment. Rajas is known to bind the Soul of mortal men to action.",stress
"हे अर्जुन सब देहाभिमानियों को मोहित करने वाले तमोगुण को तो अज्ञान से उत्पन्न जान । वह इस जीवात्मा को प्रमाद, आलस्य और निद्रा के द्वारा बांधता है|",stress
"But you should also know O Arjuna, that darkness and evil born out of the TAMAS GUNA, exists mainly because of the ignorance of man in this world. TAMAS creates laziness and dullness. One loses the va",stress
हे अर्जुन ! सत्वगुण सुख में लगाता है और रजोगुण कर्म में तथा तमोगुण तो ज्ञान को ढककर प्रमाद में भी लगाता है |,stress
"In reality O son of Kunti, SATTVA (or Goodness) binds one to happiness; RAJAS leads to attachment to action; and TAMAS (evil) leads one to be lazy, dull, unproductive and cause negligence due to one’s",stress
"हे अर्जुन ! रजोगुण और तमोगुण को दबा कर सत्वगुण, तत्वगुण और तमोगुण को दबा कर रजोगुण, वैसे ही सत्वगुण और रजोगुण को दबा कर तमोगुण होता है अर्थात् बढ़ता है |",general
"At times O Arjuna, the first element of nature, SATTVA, rules over the other two GUNAS (powers of nature) known as RAJAS and TAMAS. However, at times the RAJAS part of human nature takes over and rule",general
"जिस समय इस देह में तथा अन्त:करण और इन्द्रियों में चेतनता और विवेक शक्त्ति उत्पन्न होती है, उस समय ऐसा जानना चाहिये कि सत्वगुण बढ़ा है|",stress
"When the light of true knowledge and wisdom sorrounds and comes forth from one’s body, it is a sign that the SATTVA state of nature has occupied the body and taken over the person’s body, evidenced by",stress
"हे अर्जुन ! रजोगुण के बढ़ने पर लोभ, प्रवृत्ति, स्वार्थ बुद्भि से कर्मों का सकाम भाव से आरम्भ, अशान्ति और विषय भोगों की लालसा ——ये सब उत्पन्न होते हैं |",stress
"When the RAJAS GUNA has taken over a being, then it can be seen through a person’s excessive greed, lust, unrest, activity and other similar action (therefore the person is known to be RAJAS).",stress
"हे अर्जुन ! तमोगुण के बढ़ने पर अन्त:करण और इन्द्रियों में अप्रकाश, कर्तव्य कर्मों में अप्रवृति और प्रमाद अर्थात् व्यर्थ चेष्टा और निद्रादि, अन्त:करण की मोहिनी वृतियाँ — ये सब ही उत्पन्न होते हैं |",stress
"Dullness, inactivity, laziness, negligence, ignorance, and sheer delusion about the world are all signs that the TAMAS elements have taken control of the person’s actions, behaviour, and thinking.",stress
"जब यह गुण सत्वगुण की वृद्भि में मृत्यु को प्राप्त होता है, तब तो उत्तम कार्य करने वालों के निर्मल दिव्य स्वर्गादि लोकों को प्राप्त होता है|",general
"If a being is SATTVIC at the time that his soul departs from his body, his soul goes to the purest regions of the universe where truth and goodness prevail. He is therefore reborn at these same, pure ",general
"रजोगुण के बढ़ने पर मृत्यु को प्राप्त होकर कर्मों की आसक्ति वाले मनुष्यों में उत्पन्न होता है ; तथा तमोगुण के बढ़ने पर मरा हुआ मनुष्य कीट, पशु आदि मूढ़ योनियों में उत्पन्न होता है ।",general
"Should a person be in the RAJAS state at the time of death, he is reborn in the places of the world where he is restless and constantly active. Similarly if a person is TAMASIC at the time of his deat",general
"श्रेष्ठ कर्म का तो सात्विक अर्थात् सुख, ज्ञान और वैराग्यादि निर्मल फल कहा है ; राजस कर्म का फल दुःख एवं तामस कर्म का फल अज्ञान कहा है ।",stress
"The purity of SATTVA is characterized by the rewards that come out of good actions. However, the fruits of work that is done in the RAJAS state brings nothing but pain to a person; and work that is do",stress
सत्वगुण से ज्ञान उत्पन्न होता है और रजोगुण से निस्संदेह लोभ तथा तमोगुण से प्रमाद और मोह उत्पन्न होते है और अज्ञान भी होता है ।,motivation
"From the SATTVIC state of human nature one receives wisdom, from the RAJAS state arises greed, and form TAMAS evolves dullness and ignorance.",motivation
"सत्वगुण में स्थित पुरुष स्वर्गादि उच्च लोकों को जाते हैं ; रजोगुण में स्थित राजस पुरुष मध्य में अर्थात् मनुष्य लोक में ही रहते हैं और तमोगुण के कार्य रूप निद्रा, प्रमाद और आलस्यादि में स्थित तामस पुरु",confusion
Those who are in the SATTVA state always follow the highest path or level of wisdom and intelligence; those who are in the RAJAS state always follow the middle level of intelligence and wisdom; and th,confusion
"जिस समय द्रष्टा तीनों गुणों के अतिरिक्त अन्य किसी को कर्ता नहीं देखता और तीनो गुणों से अत्यन्त परे सच्चिदानन्धन स्वरूप मुझ परमात्मा को तत्व से जानता है, उस समय वह मेरे स्वरूप को प्राप्त होता है ।",motivation
"When a true wiseman and seer fully understands that these three parts of nature are virtually the three main stages of life in this vast universe, he begins to also realize that which lies beyond thes",motivation
"यह पुरुष शरीर की, उत्पत्ति के कारण इन तीनो गुणों को उल्लघन करके जन्म, मृत्यु, वृद्बावस्था और सब प्रकार के दु:खों से मुक्त्त हुआ परमानन्द को प्राप्त होता है ।",happiness
"A person whose soul has risen above these three conditions of nature that actually lie within the mortal body, he becomes free from the cycle of birth and death as well as from sorrow and temporary ha",happiness
अर्जुन बोले ! इन तीनों गुणों से अतीत पुरुष किन-किन लक्षणों से युक्त्त होता है और किस प्रकार के आचरणों वाला होता है ; तथा हे प्रभो ! मनुष्य किस उपाय से इन तीनों गुणों से अतीत होता है ।,general
Arjuna then asked the Almighty Lord: How can one know if a particular being has gone beyond or has transcended the three powers of nature O Krishna? What is his way of life and how does he manage to r,general
"श्रीभगवान् बोले —–हे अर्जुन ! जो पुरुष सत्वगुण के कार्य रूप प्रकाश को, और रजोगुण के कार्य रूप प्रवृति को तथा तमोगुण के कार्य रूप मोह को भी न तो प्रवृत्त होने पर न तो उनसे करता है और न निवृत्त होने पर ",general
"My dear Pandava (Arjuna), he who does not hate nor has any desire for light, (representing results which are born out of SATTVIC deeds), busy activity, and all that represents darkness whether they ar",general
जो साक्षी के सदृश स्थित हुआ गुणों के द्वारा विचलित नहीं किया जा सकता और गुण ही गुणों में बरतते है —-ऐसा समझता हुआ जो सच्चिदानन्दधन परमात्मा में एकीभाव से स्थिर रहता है एवं उस स्थिति से कभी विचलित नहीं,motivation
The Lord further explained:…He who sits apart undisturbed and unaffected by varying conditions of the environment and observes the world around him knowing and fully understanding that it is the power,motivation
"जो निरन्तर आत्म भाव में स्थित, दुःख-सुख को समान समझने वाला, मिट्टी, पत्थर और स्वर्ण में समान भाव वाला, ज्ञानी, प्रिय तथा अप्रिय को एक सा मानने वाला और अपनी निन्दा स्तुति में भी समान भाव वाला है ।",general
"जो मान और अपमान में सम है, मित्र और बैरी के पक्ष में भी सम है एवं सम्पूर्ण आरम्भों में कर्तापन के अभिमान से रहित है, वह पुरुष गुणातीत कहा जाता है ।",stress
He who behaves the same in times of honour or in times of disgrace; who behaves the same with enemies and friends; and who has surrendered all desires for action as well as lust for rewards resulting ,stress
"और जो पुरुष अव्यभिचारी भक्त्ति योग के द्वारा मुझको निरन्तर भजता है, वह भी इन तीनों गुणों को भली भाँति लाँघकर सच्चिदानन्दधन ब्रह्म को प्राप्त होने के लिये योग्य बन जाता है ।",general
"And he who serves Me with an unfailing devotion, he is fit for becoming Brahman because he is gone beyond all the qualities (Gunas).",general
क्योंकि उस अविनाशी परब्रह्म का और अमृत का तथा नित्य धर्म का और अखण्ड एक रस आनन्द का आश्रय मैं हूँ ।,happiness
"I am the abode of Brahman, the immortal, the immutable, the eternal (ever-lasting) dharma and absolute bliss.",happiness
"श्री भगवान् बोले —–आदिपुरुषपरमेश्वर रूप मूल वाले और ब्रह्मा रूप मुख्य शाखा वाले जिस संसार रूप पीपल के वृक्ष को अविनाशी कहते हैं, तथा वेद जिसक पत्ते कहे गये हैं —-उस संसार रूप वृक्ष को जो पुरुष मूल सहि",motivation
"The Dear Lord explained to Arjuna:O Arjuna, there exists an enormous, everlasting, and divinely pure tree known as the indestructable ASVAATTHAM (COSMIC TREE OF LIFE). The extraordinary things about t",motivation
"उस संसार वृक्ष की तीनों गुणों रूप जल के द्वारा बढ़ी हुई एवं विषय भोग रूप कोपलों वाली देव, मनुष्य और तिर्यक् आदि योनि रूप शाखाएँ नीचे ऊपर सर्वत्र फैली हुई हैं तथा मनुष्य लोक में क़र्मो के अनुसार बाँधने",stress
"Its branches extend both below and above, form the earth to heaven (and vice-versa). It is the great powers of nature that nourish the tree and give it life. Its ouds represent the sensual objects tha",stress
"इस संसार वृक्ष का स्वरूप जैसा कहा है ; वैसा यहाँ विचार काल में नहीं पाया जाता ; क्योंकि न तो इसका आदि है और न अन्त है तथा न इसकी अच्छी प्रकार से स्थिति ही है इस लिये इस अहंता, ममता और वासना रूप अति दृ",general
"Man cannot see this celestial tree nor even perceive its greatness. Man cannot see its changing forms nor its beginning, its end, nor its foundations. The only way one may be able to free oneself from",general
"उसके पश्चात् उस परम पद रूप परमेश्वर को भली भाँति खोजना चाहिये, जिसमें गये हुए पुरुष फिर लौट कर संसार में नहीं आते और जिस परमेश्वर से इस पुरातन संसार वृक्ष की प्रवृति विस्तार को प्राप्त हुई है, उसी आदि",confusion
"If a man finds and proceeds along this path of non-attachment, he can say that he has truly discovered the way by which he can attain peaceful refuge and shelter in the Eternal Spirit (the Great begin",confusion
"जिसका मान और मोह नष्ट हो गया है, जिन्होंने आसक्ति रूप दोष को जीत लिया है, जिनकी परमात्मा के स्वरूप में नित्य स्थिति है और जिनकी कामनाएँ पुर्ण रूप से नष्ट हो गयी है —–वे सुख-दुःख नामक द्बन्द्बों से विम",happiness
A man whose thinking is pure and consists of no evil; a man who has totally freed himself from the bondages of pride and delusion; who has broken free from the chains of attachment and all material de,happiness
"जिस परम पद को प्राप्त होकर मनुष्य लौट कर संसार में नहीं आते, उस स्वयं प्रकाश परम पद को न सूर्य प्रकाशित कर सकता है, न चन्द्रमा और न अग्नि ही ; वही मेरा परम धाम है ।",motivation
"That place upon which the sun cannot cast its glorious radiance, where the moon can shed no light, and where no fire, burns is what is known as My Supreme Abode. Here only the radiant light of My Eter",motivation
इस देह में यह सनातन जीवात्मा मेरा ही अंश है और वही इन प्रकृति में स्थित मन और पाँचों इन्द्रियों को आकर्षण करता है ।,stress
"The Blessed Lord confided:O Arjuna, in this world, a certain fraction of My Eternal Spirit taken birth. This fragment of My Supreme Soul attracts the five senses plus an additional sixth one known as ",stress
"वायु गन्ध के स्थान से गन्ध को जैसे ग्रहण करके ले जाता है, वैसे ही देहादि का स्वामी जीवात्मा भी जिस शरीर का त्याग करता है, उससे इन मन सहित इन्द्रियों को ग्रहण करके फिर जिस शरीर को प्राप्त होता है ——उसम",general
"When I, the Lord of all the bodies that walk on this earth, enter a particular body. (and give it life and soul), and later when I leave this body (in the form of the body’s soul), I take the senses a",general
"यह जीवात्मा श्रोत्र, चक्षु और त्वचा को तथा रसना, घ्राण और मन को आश्रय करके ——अर्थात् इन सब के सहारे से ही विषयों का सेवन करता है ।",general
"Therefore, O Arjuna, after I enter the body of a particular being in this world, as its soul, I bestow upon this being its five senses namely, its eyesight, hearing, touch, taste, and smell, as well a",general
"शरीर को छोड़ कर जाते हुए को अथवा शरीर में स्थित हुए को अथवा विषयों को भोगते हुए को इस प्रकार तीनों गुणों से युक्त्त हुए को भी अज्ञानी जन नहीं जानते, केवल ज्ञान रूप नेत्रों वाले विवेक शील ज्ञानी ही तत्",general
"O Arjuna, only those people whose vision is clouded and whose mind is deluded are unable to see and realize Me as actually existing within them as their inner-selves and they do not realize that I am ",general
"यत्न करने वाले योगी जन भी अपने ह्रदय में स्थित इस आत्मा को तत्व से जानते हैं ; किंतु जिन्होंने अपने अन्त:करण को शुद्ध नहीं किया है, ऐसे अज्ञानी जन तो यत्न करते रहने पर भी इस आत्मा को नहीं जानते ।",general
"Those people who are pure at heart and are constantly striving to see Me, inevitably see Me, the Lord who dwells in their own heart. However those people who are impure at heart and in their minds nev",general
सूर्य में स्थित जो तेज सम्पूर्ण जगत् को प्रकाशित करता है तथा जो तेज चन्द्रमा में है और जो अग्नि में है —उसको तू मेरा ही तेज जान ।,general
"The Blessed Lord spoken in His Divine Voice: Arjuna, you should realize and always remember that the beautiful and overwhelming light that comes from the sun and illuminates the whole universe, the so",general
और मैं ही पृथ्वी में प्रवेश करके अपनी शक्त्ति से सब भूतों को धारण करता हूँ और रस स्वरूप अर्थात् अमृत मय चन्द्रमा होकर सम्पूर्ण ओषधियों को अर्थात् वनस्पतियों को पुष्ट करता हूँ ।,motivation
"Upon entering into this world from the Heavens, O Arjuna, it is My Divine Energy that gives life and support to all things on this earth. As such, My Glory is so Divine and Beautiful that I become the",motivation
मैं ही सब प्राणियों के शरीर के स्थित रहने वाला प्राण और अपान से संयुक्त्त वैश्वानर अग्निरूप होकर चार प्रकार के अन्न को पचाता हूँ ।,general
"O Arjuna, at the same time, I also become the fire of life that exists in all things that breathe on this earth. Together, with the fiery breaths of life that flow in and flow out of body, I burn and ",general
इस संसार में नाशवान् और अविनाशी भी ये दो प्रकार के पुरुष हैं । इनमे सम्पूर्ण भूत प्राणियों के शरीर तो नाशवान् और जीवात्मा अविनाशी कहा जाता है ।,general
"There are two souls or spirits in this universe O Arjuna, namely, the destructible and indestructible. The destructible are all the those souls that are living in this universe and the indestructible ",general
"इन दोनों से उत्तम पुरुष तो अन्य ही है, जो तीनों लोकों में प्रवेश करके सबका धारण-पोषण करता है एवं अविनाशी परमेश्वर और परमात्मा इस प्रकार गया है ।",general
"However dear Arjuna, there is another spirit that is the highest of all spirits and it is called the Supreme Spirit. The Supreme Spirit is none other than Me, the Eternal and Omniscient (existing ever",general
"क्योंकि मैं नाशवान् जड. वर्ग क्षेत्र से तो सर्वथा अतीत हूँ और अविनाशी जीवात्मा से भी उत्तम हूँ, इसलिये लोक में और वेद में भी पुरुषोत्तम नाम से प्रसिद्ध हूँ ।",general
"Lord Krishna explained:Because I am beyond all perishable objects on earth and because I even surpass all that is imperishable, I am known throughout the world and in all the Holy Scriptures (Vedas), ",general
"भारत ! जो ज्ञानी पुरुष मुझको इस प्रकार तत्व से पुरुषोतम जानता है, वह सर्वज्ञ पुरुष सब प्रकार से निरन्तर मुझ वासुदेव परमेश्वर को ही भजता है ।",general
"He who has a clear vision and is constantly occupied with only divine and pure thoughts, comes to immediately realize that I am the Highest and most Superior Being in this universe. He who truly reali",general
"हे निष्पाप अर्जुन ! इस प्रकार यह अति रहस्ययुक्त्त गोपनीय शास्त्र मेरे द्वारा कहा गया, इसको तत्व से जान कर मनुष्य ज्ञानवान् और कृतार्थ हो जाता है ।",motivation
"Dear Arjuna, I have thus revealed to you, the most secret and most sacred of all teachings in this world. By fully knowing and understanding this secret My Dear Devotee, any man can truly see the Divi",motivation
"श्रीभगवान् बोले —–भय का सर्वथा अभाव, अन्त:करण की पूर्ण निर्मलता, तत्व ज्ञान के लिये ध्यान योग में निरन्तर दृढ. स्थिति और सात्विक दान, इन्द्रियों का दमन, भगवान्, देवता और गुरुजनों की पूजा तथा अग्निहोत्",anxiety
"All of the significant qualities in all beings such as: freedom from fear, purity of mind and heart, stability in knowledge and concentration, generosity in charity, self-control, sacrifice, constant ",anxiety
"मन, वाणी और शरीर किसी प्रकार भी किसी को कष्ट न देना, यथार्थ और प्रिय भाषण, अपना अपकार करने वाले पर भी क्रोध का न होना, कर्मों में कर्तापन के अभिमान का त्याग, अन्त:करण की उपरति अर्थात् चित्त की चञ्चलता",happiness
"…Non-violence, truth, freedom from anger, detachment from all things, peacefulness (with mind and self), restraint from finding faults with others, compassion towards all living beings, detachment fro",happiness
"तेज, क्षमा, धैर्य, बाहर की शुद्भि एवं किसी में भी शत्रु भाव का न होना और अपने में पूज्यता के अभिमान का अभाव —–ये सब तो हे अर्जुन ! दैवी सम्पदा को लेकर उत्पन्न हुए पुरुष के लक्षण हैं ।",motivation
"Vigour, an attitude of forgiveness towards others, courage, purity, goodwill, towards others, and freedom from pride. All of these, dear Arjuna, are considered by Me to be the great characteristics of",motivation
"हे पार्थ ! दम्भ, घमण्ड और अभिमान तथा क्रोध, कठोरता और अज्ञान भी —-ये सब आसुरी सम्पदा को लेकर उत्पन्न हुए पुरुष के लक्षण हैं ।",general
"Characteristics such as deceitfulness, arrogance, excessive pride, anger, harshness, rudeness and ignorance are the makings of a man who has been born on to this earth from fiery hell.",general
दैवी-सम्पदा मुक्त्ति के लिये और आसुरी-सम्पदा बाँधने के लिये मानी गयी है । इसलिये हे अर्जुन ! तू शोक मत कर ; क्योंकि तू दैवी-सम्पदा को लेकर उत्पन्न हुआ है ।,happiness
"The qualities that exist within a person with a divine nature, leads that person to a blissful freedom and liberation from this world and all its material objects. However the evil traits that are fou",happiness
"हे अर्जुन ! इस लोक में भूतों की सृष्टि यानी मनुष्य समुदाय दो ही प्रकार का है, एक तो दैवी प्रकृति वाला, दूसरा आसुरी प्रकृति वाला । उनमे से दैवी प्रकृति वाला तो विस्तार पूर्वक कहा गया, अब तू आसुरी प्रकृ",general
"There are basically two types of beings in this world O Arjuna. The first type is known to have a pure, pious and divine nature. The second however, has a demonic and evil nature. I have explained the",general
"आसुर स्वभाव वाले मनुष्य प्रवृत्ति और निवृत्ति —इन दोनों को ही नहीं जानते । इसलिये उनमें न तो बाहर-भीतर की शुद्भि है, न श्रेष्ट आचरण है और न सत्य भाषण ही है ।",general
"Evil men O Partha. do not know the difference between what should and should not be done. Neither purity nor good conduct, nor even a single sign of truth exists in their hearts.",general
"वे आसुरी प्रकृति वाले मनुष्य कहा करते हैं कि जगत् आश्रयरहित, सर्वथा असत्य और बिना ईश्वर के, अपने आप केवल स्त्री-पुरुष के संयोग से उत्पन्न है, अतएव केवल काम ही इसका कारण है । इसके सिवा और क्या है ? ।",general
Men of this evil nature generally say that this world has no truth; is without a basis for morality and good-will; that no Lord exists and that nobody should show any love or devotion to Him; that the,general
"इस मिथ्या ज्ञान को अवलम्बन करके — जिनका स्वभाव नष्ट हो गया है तथा जिनकी बुद्भि मन्द है, वे सबका अपकार करने वाले कूरकर्मी मनुष्य केवल जगत् के नाश के लिये ही समर्थ होते हैं ।",stress
"Standing firmly by these and other wrong beliefs throughout their lives, these evil men (whose souls have become corrupt and lost), show very little intelligence and are constantly absorbed in perform",stress
"वे दम्भ, मान और मद से युक्त्त मनुष्य किसी प्रकार भी पूर्ण न होने वाली कामनाओं का आश्रय लेकर अज्ञान से मिथ्या सिद्भान्तों को ग्रहण करके और भ्रष्ट आचरणों को धारण करके संसार में विचरते हैं ।",motivation
"These corrupt beings darken their souls by surrendering to obsessive and unending evil desires. They are full of deceit, false pride and stubborness. They strongly support and encourage their evil vie",motivation
"तथा वे मृत्यु पर्यन्त रहने वाली असंख्य चिन्ताओं का आश्रय लेने वाले, विषय भोगों के भोगने में तत्पर रहने वाले और ‘इतना ही सुख है’ इस प्रकार मानने वाले होते हैं |",happiness
These evil-doers become obsessed with their several evil concerns and corrupt desires which remain with them all of their lives until their death. The highest goal in their lives (that is constantly o,happiness
वे आशा की सैकड़ों फांसियों से बँधे हुए मनुष्य काम क्रोध के परायण होकर विषय भोगों के लिये अन्याय पूर्वक धनादि पदार्थो का संग्रह करने की चेष्टा करते हैं |,general
The Blessed Lord described: They are bound to this world by hundreds of vain desires and hopes. They are obsessed with anger and lust. They also use unfair and often criminal means to gain enormous na,general
वे सोचा करते हैं कि मैंने आज यह प्राप्त कर लिया है और अब इस मनोरथ को प्राप्त कर लूंगा । मेरे पास यह इतना धन है और फिर भी यह हो जायगा |,general
"It is common to hear people utter such things in their conversations as: ‘I have gained this today, and I shall attain this desires later. This wealth belongs to me and more wealth shall also soon be ",general
"वह शत्रु मेरे द्वारा मारा गया और उन दूसरे शत्रुओं को भी मैं मार डालूंगा । मैं ईश्वर हूँ, ऐश्वर्य को भोगने वाला हूँ । मैं सब सिद्धियों से युक्त्त हूँ और बलवान् तथा सुखी हूँ |",confusion
"The Great Lord continued to describe the thinking of the Rakshasas (demons): It is also common to hear them say:’I have destroyed this enemy to mine and in a short time, my other enemies shall also be",confusion
"मै बड़ा धनी और बड़े कुटुम्ब वाला हूँ । मेरे समान दूसरा कौन है ? मैं यज्ञ करूँगा, दान दूंगा और आमोद प्रमोद करूँगा । इस प्रकार अज्ञान से मोहित रहने वाले तथा अनेक प्रकार से भ्रमित चित्त वाले मोह रूप जाल ",confusion
‘I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).I,confusion
‘I am wealthy and come from a very well-to-do and quite noble family. Who else in the world can compare to my greatness? I shall sacrifice during religious rituals (whether I believe in them or not).,general
वे अपने आपको ही श्रेष्ट मानने वाले घमण्डी पुरुष धन और मान के मद से युक्त्त होकर केवल नाम मात्र के यज्ञों द्वारा पाखण्ड से शास्त्र विधि रहित भजन करते हैं |,stress
"In their moments of extreme pride and glory, when their minds are clouded up by the intoxication of their (temporary) material possessions, and while having wrong intentions, they perform their sacrif",stress
"वे अहंकार, बल, घमण्ड, कामना और क्रोधादि के परायण और दूसरों की निन्दा करने वाले पुरुष अपने और दूसरे के शरीर में स्थित मुझ अन्तर्यामी से द्बेष करने वाले होते हैं |",general
"These evil beings are bound forever to their chains of selfishness, pride, arrogance, violence, anger and lust, These malicious men even despise Me, the true Lord of the Universe, who dwells even in t",general
मैं द्बेष करने वाले  पापाचारी और कूरकर्मी नराधमों को मैं संसार में बार-बार आसुरी योनियों में ही डालता हूँ|,general
"hese devilish people who are cruel, whose soul is filled with hate, and who are among the worst men on earth, are ultimately thrown into destruction by Me the Supporter of all that is pure and who rep",general
"हे अर्जुन ! वे मूढ़ मुझको न प्राप्त होकर ही जन्म-जन्म में आसुरी योनियों को प्राप्त होते हैं, फिर उससे भी अति नीच गति को प्राप्त होते हैं अर्थात् घोर नरकों में पड़ते हैं |",confusion
"Furthermore, they are reborn into lower life forms and into currupt and evil families. They do not attain the highest state which is refuge in Me, O Arjuna, Instead, they choose to take the darker, lo",confusion
"काम, क्रोध तथा लोभ — ये तीन प्रकार के नरक के द्वार आत्मा का नाश करने वाले अर्थात् उसको अधोगति में ले जाने वाले हैं । अतएव इन तीनों को त्याग देना चाहिये ",general
"O Arjuna, there are three entrances or gateways to hell, all leading to the death of the self. These particular gates are known as the gateways of lust, anger, and greed. Man should avoid these gatewa",general
"हे अर्जुन ! इन तीनों नरक के द्वार से मुक्त्त पुरुष अपने कल्याण का आचरण करता है, इससे वह परम गति को जाता है अर्थात् मुझको प्राप्त हो जाता है |",confusion
"O son of Kunti, should a man free himself from these three doors, to hell, darkness and destruction, he discovers what is best for his inner spirit (or soul). He then ultimately reaches the highest go",confusion
"जो पुरुष शास्त्र विधि को त्याग कर अपनी इच्छा से मनमाना आचरण करता है, वह न सिद्भि को प्राप्त होता है, न परम गति को और न सुख को ही| ",confusion
"But, he who rejects and chooses not to follow the words of the Holy Scriptures (Vedas), and surrenders to his impulses and obsessive material desires, never attains perfection. Nor does he realize eve",confusion
इससे तेरे लिये इस कर्तव्य और अकर्तव्य की व्यवस्था में शास्त्र ही प्रमाण है । ऐसा जानकर तू शास्त्र विधि से नियत कर्म ही करने योग्य है|,stress
"Therefore, O Pandava, regard the Holy Vedas as a guide to what is right and what is incorrect. Fully understand the words in these sacred writings, and most of all in this life, dutifully perform your",stress
"अर्जुन बोले —–हे कृष्ण ! जो मनुष्य शास्त्र विधि को त्याग कर श्रद्बा से युक्त्त हुए देवादि का पूजन करते हैं, उनकी स्थिति फिर कौन से है ? सात्विकी है ; अथवा राजसी किंवा तामसी|",stress
Arjuna asked the Lord: What becomes of those people who do not obey the rules outlined by the Holy Scriptures yet perform ritual sacrifices with great faith and devotion? Are these people considered S,stress
श्री भगवान् बोले —– मनुष्यों की वह शास्त्रीय संस्कारों से रहित केवल स्वभाव से उत्पन्न श्रद्बा सात्विको और राजसी तथा तामसी —–ऐसे तीनों प्रकार की होती है । उसको तू मुझ से सुन| ,general
"The Blessed Lord said: O Arjuna, man possesses three kinds of faith that are born from his nature and these are: faith born out of light and goodness; faith born out of fire, or passion; faith that is",general
"हे भारत ! सभी मनुष्यों की श्रद्बा उनके अन्त:करण के अनुरूप होती है, यह पुरुष श्रद्बामय है, इसलिये जो पुरुष जैसी श्रद्बा वाला है, वह स्वयं भी वही है|",general
